0,1
1,14.0
4,1881.754
4,1881.445
4,1880.982
4,1880.055
4,1879.573
4,1881.852
4,1886.723
4,1894.458
4,1885.561
4,1884.565
4,1888.451
4,1893.639
4,1892.005
4,1890.476
4,1893.741
4,1888.04
4,1895.267
4,1895.532
4,1896.165
4,1897.278
4,1889.322
4,1886.42
4,1892.947
4,1893.405
4,1896.078
4,1895.366
4,1894.266
4,1886.746
4,1890.27
4,1891.909
4,1893.202
4,1890.838
4,1891.448
4,1888.831
4,1889.262
4,1890.62
4,1893.045
4,1898.991
4,1902.505
4,1901.852
4,1901.397
4,1900.276
4,1902.894
4,1905.574
4,1906.492
4,1906.52
4,1903.71
4,1906.955
4,1908.624
4,1908.759
4,1909.311
4,1910.094
4,1909.511
4,1909.994
4,1908.738
4,1907.006
4,1905.096
4,1900.683
4,1899.729
4,1905.604
4,1907.181
4,1906.058
4,1905.65
4,1905.331
4,1904.508
4,1903.912
4,1903.158
4,1899.29
4,1899.92
4,1900.338
4,1897.467
4,1899.911
4,1899.043
4,1897.449
4,1898.246
4,1897.154
4,1896.798
4,1893.087
4,1892.293
4,1892.531
4,1891.656
4,1894.275
4,1893.527
4,1891.794
4,1891.943
4,1889.065
4,1891.796
4,1889.854
4,1889.636
4,1888.286
4,1886.252
4,1887.096
4,1880.632
4,1887.661
4,1896.543
4,1892.482
4,1890.474
4,1890.835
4,1894.065
4,1896.237
4,1895.967
4,1892.158
4,1891.906
4,1890.0
4,1889.193
4,1891.257
4,1894.077
4,1894.814
4,1892.692
4,1891.839
4,1889.121
4,1888.817
4,1890.936
4,1892.676
4,1896.258
4,1896.405
4,1895.322
4,1892.579
4,1895.191
4,1894.379
4,1895.382
4,1897.234
4,1895.264
4,1893.248
4,1891.069
4,1887.118
4,1884.199
4,1876.341
4,1876.365
4,1875.75
4,1876.067
4,1879.529
4,1886.341
4,1888.613
4,1890.911
4,1893.035
4,1895.361
4,1895.254
4,1893.188
4,1892.059
4,1893.725
4,1894.1
4,1894.972
4,1897.131
4,1898.957
4,1896.958
4,1894.674
4,1895.922
4,1892.516
4,1889.953
4,1887.12
4,1890.875
4,1892.363
4,1891.487
4,1884.579
4,1885.112
4,1881.921
4,1878.358
4,1886.004
4,1889.213
4,1891.772
4,1892.686
4,1894.024
4,1892.65
4,1890.305
4,1891.29
4,1888.553
4,1884.947
4,1887.863
4,1887.666
4,1886.662
4,1882.385
4,1882.269
4,1882.702
4,1886.553
4,1888.708
4,1889.753
4,1889.364
4,1888.65
4,1887.106
4,1884.21
4,1879.849
4,1876.96
4,1874.861
4,1876.898
4,1871.834
4,1870.149
4,1868.391
4,1867.992
4,1868.17
4,1868.403
4,1869.485
4,1877.886
4,1883.342
4,1883.509
4,1882.553
4,1878.164
4,1881.316
4,1881.916
4,1881.913
4,1881.693
4,1882.207
4,1882.856
4,1882.426
4,1879.778
4,1881.207
4,1881.657
4,1880.764
4,1879.984
4,1880.885
4,1882.362
4,1884.089
4,1882.282
4,1877.879
4,1875.964
4,1878.508
4,1878.552
4,1877.647
4,1876.0
4,1872.166
4,1870.343
4,1869.432
4,1869.089
4,1869.119
4,1868.647
4,1868.127
4,1867.94
4,1867.437
4,1867.052
4,1867.393
4,1867.528
4,1867.451
4,1867.504
4,1867.625
4,1867.88
4,1869.275
4,1881.375
4,1887.575
4,1886.157
4,1887.808
4,1893.136
4,1896.886
4,1894.837
4,1889.906
4,1884.264
4,1880.238
4,1881.344
4,1882.299
4,1884.58
4,1887.352
4,1892.449
4,1898.243
4,1900.373
4,1900.821
4,1897.357
4,1892.537
4,1891.775
4,1895.215
4,1899.597
4,1903.42
4,1905.66
4,1900.904
4,1898.678
4,1898.137
4,1902.677
4,1905.319
4,1903.957
4,1902.756
4,1906.653
4,1906.297
4,1902.93
4,1900.876
4,1903.665
4,1905.813
4,1908.131
4,1910.549
4,1911.976
4,1912.191
4,1909.667
4,1908.193
4,1906.742
4,1907.607
4,1907.952
4,1908.674
4,1907.187
4,1904.863
4,1907.88
4,1911.193
4,1912.523
4,1913.633
4,1910.531
4,1914.894
